plotid	x	y	distname	distcode
4143	501005.99	2080171.19	Fa Ham	500114
4144	499243.25	2081475.68	Pa Tan	500115
4145	500134.98	2082615.67	San Phi Sua	500116
4146	455471.03	2046018.20	Ban Luang	500203
4147	468393.87	2042298.21	Khuang Pao	500204
4148	460064.12	2029749.20	Sop Tia	500205
4149	459214.59	2018600.70	Ban Pae	500206
4150	454574.15	2032564.21	Doi Kaeo	500207
4151	463645.33	2021050.19	Mae Soi	500209
4152	434695.64	2048850.19	Chang Khoeng	500301
4153	439023.45	2043823.71	Tha Pla	500302
4154	421038.12	2030674.72	Ban Thap	500303
4155	418199.73	2072186.71	Mae Suk	500304
4156	437850.46	2071805.21	Mae Nachon	500305
4157	429092.62	2102228.18	Ban Chan	500306
4158	416563.62	2047325.72	Pang Hin Fon	500307
4159	435088.95	2032821.21	Klong Khae	500308
4160	429092.62	2098440.73	Mae Daed	500309
4161	421313.23	2098910.73	Cheam Luang	500310
4162	497524.79	2143965.66	Chiang Dao	500401
4163	486011.25	2177215.14	Muang Na	500402
4164	495660.73	2152204.16	Muang Ngai	500403
4165	496587.19	2136828.67	Mae Na	500404
4166	471253.68	2144649.66	Muang Khong	500405
4167	507704.72	2159022.14	Ping Khong	500406
4168	490868.04	2161985.13	Thung Khao Phuang	500407
4169	516591.42	2088697.18	Choeng Doi	500501
4170	507390.77	2079165.80	San Pu Loei	500502
4171	512412.82	2097853.18	Sa Luang Nua	500503
4172	514915.26	2080332.30	Pa Bong	500504
4173	512736.17	2080114.18	Sa Nga Ban	500505
4174	511571.06	2081172.67	Pa Lan	500506
4175	509144.17	2082124.17	Talat Kwan	500507
4176	510344.58	2077392.18	Sam Ran Rat	500508
4177	511916.33	2075501.67	Mae Khoe	500509
4178	513345.77	2077116.17	Ta Lat Yai	500510
4179	516603.07	2078826.18	Mae Hoi Ngoen	500511
4180	521818.76	2082843.67	Mae Pong	500512
4181	528259.91	2100027.67	Pa Mieng	500513
4182	535768.30	2099113.66	Thep Sa Det	500514
4183	494268.04	2113829.17	San Mahaphon	500601
4184	490858.96	2118893.68	Mae Taeng	500602
4185	491438.45	2108592.18	Khi Lek	500603
4186	508246.97	2119029.17	Cho Lae	500604
4187	506031.78	2111268.15	Mae Ho Phra	500605
4188	480516.46	2112799.18	Sop Poeng	500606
4189	506255.63	2124911.66	Ban Pao	500607
4190	484515.86	2106677.18	San Pa Yang	500608
4191	465247.78	2123227.67	Pa Pae	500609
4192	478140.42	2121004.68	Muang Kai	500610
4193	485625.30	2118240.18	Ban Chang	500611
4194	474167.71	2130293.66	Kut Chang	500612
4195	495518.19	2121326.65	Intakhin	500613
4196	494895.34	2091504.17	Rim Tai	500701
4197	495053.49	2092746.68	Rim Nua	500702
4198	494731.90	2095728.68	San Pong	500703
4199	493367.74	2101956.17	Ki Lek	500704
4200	482404.27	2103632.18	Sa Luang	500705
4201	488754.50	2096867.17	Huai Sai	500706
4202	484940.90	2092175.18	Mae Ram	500707
4203	483056.55	2087740.19	Pong Yaeng	500708
4204	493067.19	2087121.18	Mae Sa	500709
4205	493828.26	2085508.17	Don Kaeo	500710
4206	498601.89	2088940.18	Muang Kaeo	500711
4207	471955.87	2083262.69	Sa Moeng Tai	500801
4208	472702.97	2098797.19	Samoeng Nua	500802
4209	461948.12	2095722.17	Mae Sai	500803
4210	453668.76	2084514.19	Bo Kaeo	500804
4211	450454.50	2099948.66	Yang Moen	500805
4212	525991.65	2199582.12	Wiang	500901
4213	507830.58	2209441.12	Mon Pin	500903
4214	509544.25	2193163.14	Mae Ngon	500904
4215	512942.47	2195346.61	Mae Sun	500905
4216	521280.19	2197639.12	San Sai	500906
4217	528397.43	2187965.14	Mae Kha	500910
4218	518090.40	2186527.12	Mae Ka	500911
4219	516243.20	2212975.62	Pong Nam Ron	500912
4220	528923.63	2217929.61	Mae Ai	501001
4221	522124.50	2216618.59	Mae Sao	501002
4222	529281.03	2207137.12	San Ton Mu	501003
4223	542850.12	2210174.12	Mae Na Wang	501004
4224	546884.11	2221542.10	Tha Ton	501005
4225	534779.43	2195827.12	Ban Luang	501006
4226	530712.38	2217929.62	Malika	501007
4227	521424.15	2142565.17	Wiang	501101
4228	520902.56	2140003.15	Thung Luang	501102
4229	528047.19	2142075.67	Pa Tum	501103
4230	527191.25	2149645.66	Pa Nai	501104
4231	523177.71	2153861.15	San Sai	501105
4232	515102.81	2144174.15	Ban Pong	501106
4233	513963.52	2136287.66	Nam Phrae	501107
4234	519081.91	2135358.66	Khuan Phak	501108
4235	527589.45	2132531.14	Mae Waen	501109
4236	521556.46	2125462.67	Mae Pang	501110
4237	523538.80	2110176.65	Long Khot	501111
4238	487203.66	2058039.69	Yu Wa	501201
4239	488878.40	2062696.19	San Khang	501202
4240	485944.31	2047831.70	Tha Wang Phraw	501203
4241	489990.30	2055248.52	Makam Loung	501204
4242	492071.42	2051175.69	Mae Ka	501205
4243	483235.82	2060467.70	Ban Me	501206
4244	487765.98	2052511.20	Ban Klang	501207
4245	484191.75	2054842.19	Thung Setoke	501208
4246	491537.52	2057069.19	Thung Tom	501210
4247	483441.51	2065356.69	Nam Bo Luang	501214
4248	489990.30	2054496.69	Ma Khun Wan	501215
4249	511259.09	2072338.18	San Kamphaeng	501301
4250	514851.57	2072005.19	Sai Mun	501302
4251	519467.56	2072922.69	Rong Wau Daeng	501303
4252	510947.78	2067970.69	Buak Sang	501304
4253	515547.33	2069910.19	Sae Chang	501305
4254	523041.86	2067395.68	Mae On Tai	501306
4255	511736.37	2074759.18	Mae Pu Ka	501310
4256	517804.17	2075217.19	Huai Sai	501311
4257	508221.08	2074260.16	San Ton Pao	501312
4258	505594.83	2076083.67	San Klang	501313
4259	504935.98	2084741.69	San Sai Luang	501401
4260	503409.99	2081359.69	San Sai Noi	501402
4261	504392.28	2079928.19	San Phra Net	501403
4262	506596.68	2083555.19	San Na Moeng	501404
4263	509329.83	2085374.69	San Pa Pao	501405
4264	511182.23	2090927.19	Nong Yaeng	501406
4265	502277.94	2084159.19	Nong Chom	501407
4266	502106.09	2092763.66	Nong Han	501408
4267	501130.84	2106680.17	Mae Phaek	501409
4268	502466.04	2099104.18	Mae Phaek Mai	501410
4269	508135.49	2090151.19	Muang Len	501411
4270	505739.18	2092145.17	Pa Phai	501412
4271	490872.26	2066473.20	Hang Dong	501501
4272	492857.16	2063815.19	Nong Kaeo	501502
4273	491772.40	2061631.67	Han Kaeo	501503
4274	494406.50	2057807.19	Nong Tong	501504
4275	495606.99	2063665.70	Khun Dong	501505
4276	498188.79	2066869.68	Sop Mae Kha	501506
4277	494471.85	2067661.17	Ban Waen	501507
4278	495409.95	2069486.17	San Phak Wan	501508
4279	491916.91	2071705.68	Nong Kwai	501509
4280	484034.46	2078089.16	Ban Pong	501510
4281	486491.95	2069065.19	Nam Phare	501511
4282	448527.18	2008980.70	Hang Dong	501601
4283	454442.79	2003020.70	Hot	501602
4284	469897.58	2000346.21	Ban Tan	501603
4285	432317.15	2006745.70	Bo Luang	501604
4286	420392.81	2007162.22	Bo Sali	501605
4287	448916.54	1995568.21	Na Kho Rua	501606
4288	469225.87	1978767.70	Doi Tao	501701
4289	455869.50	1983709.69	Tha Dua	501702
4290	458984.68	1976167.21	Mut Ka	501703
4291	459815.29	1995145.70	Ban An	501704
4292	465062.23	1992327.71	Bong Tan	501705
4293	476758.56	1979402.20	Pong Thung	501706
4294	432574.90	1980301.22	Om Koi	501801
4295	434876.55	1956926.21	Yang Piang	501802
4296	436465.73	1929924.70	Mae Tun	501803
4297	446459.72	1930755.69	Mon Chong	501804
4298	416721.07	1953713.71	Sop Khong	501805
4299	408870.71	1974542.22	Na Kian	501806
4300	504407.77	2068376.19	Yand Nueng	501901
4301	504628.38	2065528.69	Saraphi	501902
4302	506491.43	2067542.68	Chum Phu	501903
4303	504355.17	2073333.19	Chai Sa Than	501904
4304	498228.79	2063721.69	Kho Muong	501905
4305	501764.89	2066902.69	Nong Phaeng	501906
4306	502161.74	2070573.18	Nong Phung	501907
4307	499759.64	2063066.19	Tha Khaung	501908
4308	499929.09	2067175.18	Don Kaew	501909
4309	499754.83	2070884.18	Tha Wang Tal	501910
4310	497130.74	2060660.69	San Sai	501911
4311	505736.79	2071672.69	Pa Bong	501912
4312	466383.09	2159568.15	Muang Haeng	502001
4313	456691.94	2173014.14	Piang Luang	502002
4314	469307.42	2174631.63	San Hai	502003
4315	514546.59	2184644.13	Pong Tam	502101
4316	517200.71	2172232.14	Sri Dong Yen	502102
4317	525748.50	2181093.12	Mae Thalop	502103
4318	509202.71	2183058.12	Nong Bua	502104
4319	476962.52	2061419.69	Ban Kad	502201
4320	475842.32	2054891.69	Tung Pi	502202
4321	483412.11	2052440.69	Thung Ruang Thong	502203
4322	459278.64	2066736.19	Mae Win	502204
4323	475841.91	2068184.68	Don Pao	502205
4324	532627.40	2080450.16	Mae On Nua	502301
4325	530548.31	2072921.69	Mae On Klang	502302
4326	524379.33	2079574.19	Ban Sa Ha Khon	502303
4327	533713.99	2087539.19	Huai Kaeo	502304
4328	530477.36	2056298.70	Mae Tha	502305
4329	532514.11	2068106.69	Tha Nua	502306
4330	476601.67	2043436.19	Doi Lo	502401
4331	482120.46	2044938.20	Song Khaeo	502402
4332	479951.77	2052616.70	Bang Kram	502403
4333	468075.44	2052884.19	Santisuk	502404
4334	500987.54	2054662.20	Nai Muang	510101
4335	501403.24	2057692.69	Muang Nga	510102
4336	505505.68	2061661.19	Umong	510103
4337	501997.28	2063042.68	Nong Chang Khun	510104
4338	499091.00	2060470.18	Pratu Pa	510105
4339	497031.94	2056281.18	Rim Ping	510106
4340	496606.89	2053015.19	Ton Thong	510107
4341	495810.51	2047971.70	Ban Paen	510108
4342	497276.95	2042606.20	Muang Chi	510109
4343	502413.68	2047154.70	Pa Sang	510110
4344	502788.69	2053945.69	Wiang Yong	510111
4345	507937.00	2054669.19	Ban Klang	510112
4346	514212.77	2056891.70	Ma-khua Chae	510113
4347	511368.03	2046141.69	Sri Bua Ban	510116
4348	498500.34	2047351.19	Nong Nam	510117
4349	525719.67	2046566.17	Tha Pla Duk	510201
4350	514645.53	2035691.68	Tha Sop Sao	510202
4351	506075.98	2028360.70	Tha Kat	510203
4352	497065.65	2030739.19	Tha Khum Ngoen	510204
4353	502762.44	2038903.69	Tha Thung Luang	510205
4354	498248.59	2016968.19	Pong Mae Lob	510206
4355	480123.28	2023468.70	Ban Hong	510301
4356	488140.31	2014920.19	Pa Phlu	510302
4357	478846.87	2029241.69	Lao Yao	510303
4358	477868.01	2032508.20	Sri Tia	510304
4359	470245.46	2026577.71	Nong Pla Sawai	510305
4360	494987.82	1967855.69	Li	510401
4361	488914.95	1985707.69	Mae Tun	510402
4362	496784.05	1955292.20	Na Sai	510403
4363	507527.95	1962582.19	Dong Dam	510404
4364	478354.51	1947738.69	Ko	510405
4365	479981.23	1961916.70	Mae Lan	510406
4366	493365.71	1975727.69	Pa Phai	510408
4367	487865.00	1999213.20	Sri Wichai	510409
4368	504680.29	1989282.70	Thung Hua Chang	510501
4369	510178.19	1978100.69	Ban Pwong	510502
4370	502368.54	2003339.70	Ta Khian Pom	510503
4371	491786.25	2049028.20	Pak Bong	510601
4372	492630.06	2047123.19	Pa Sang	510602
4373	491415.49	2045578.70	Mae Raeng	510603
4374	493842.96	2043423.20	Muang Noi	510604
4375	487970.86	2046673.20	Ban Ruan	510605
4376	491940.31	2040387.19	Ma-kok	510606
4377	487265.80	2043176.20	Tha Tum	510607
4378	480923.21	2037162.19	Nam Dip	510608
4379	489182.35	2030987.19	Nakhon Chedi	510611
4380	515437.23	2061180.19	Ban Thi	510701
4381	516089.98	2065368.18	Huai Yap	510702
4382	471526.73	2035752.20	Nong Long	510801
4383	478124.06	2035319.20	Nong Yuang	510802
4384	473030.82	2037521.18	Wang Phang	510803
4385	552669.51	2023469.57	Wieng Nua	520101
4386	553538.06	2022463.19	Hua Wieng	520102
4387	552456.28	2022229.84	Suan Dok	520103
4388	550601.68	2022014.19	Sop Tui	520104
4389	558780.00	2018368.20	Phrabat	520105
4390	548592.36	2017928.70	Chom Poo	520106
4391	552604.91	2013947.20	Klui Phae	520107
4392	545974.76	2019495.70	Pong Sang Thong	520108
4393	573798.08	2048233.70	Ban Laeng	520109
4394	569948.14	2033247.69	Ban Sadat	520110
4395	560601.25	2025568.69	Phichai	520111
4396	559134.15	2031921.70	Thung Fai	520112
4397	543859.09	2040504.18	Ban Uam	520113
4398	548091.84	2029841.69	Ban Pao	520114
4399	544230.16	2048480.19	Ban Kha	520115
4400	548649.52	2023972.20	Bo Haeo	520116
4401	553230.55	2029949.69	Ton Tong Chai	520117
4402	555354.44	2039229.18	Nikom Pattana	520118
4403	563489.44	2041341.20	Bunnak Pattana	520119
4404	582248.97	2044711.19	Ban Dong	520201
4405	589474.62	2030914.19	Na Sak	520202
4406	599049.07	2038052.69	Chang Nua	520203
4407	574896.34	2027395.70	Mae Mo	520204
4408	583939.93	2017817.70	Sop Pat	520205
4409	540960.21	2016532.69	Lam Pang Luang	520301
4410	532513.83	1998026.70	Na Kaeo	520302
4411	531101.02	2011213.69	Lai Hin	520303
4412	543177.12	2004885.68	Wang Phrao	520304
4413	543399.33	2011349.20	Sala	520305
4414	537880.56	2010171.70	Ko Kha	520306
4415	539791.92	1996720.19	Na Saeng	520307
4416	540864.46	2011381.19	Tha Pha	520308
4417	534432.86	2018588.70	Mai Pattana	520309
4418	525577.58	1999591.69	Thung Ngam	520401
4419	513384.93	2010681.19	Soem Khwa	520402
4420	519288.29	1984444.19	Soem Chai	520403
4421	510687.03	2002359.70	Soem Klang	520404
4422	606552.99	2072347.69	Luang Nua	520501
4423	606407.64	2069179.19	Luang Tai	520502
4424	591016.05	2066358.69	Ban Pong	520503
4425	594272.39	2095953.17	Ban Rong	520504
4426	593699.38	2083807.68	Pong Tao	520505
4427	594837.90	2079261.69	Na Kae	520506
4428	590607.75	2070819.69	Ban On	520507
4429	611589.51	2076631.19	Ban Ngaeng	520508
4430	593492.31	2056565.19	Ban Huat	520509
4431	608306.20	2057409.69	Mae Tip	520510
4432	570167.53	2067102.69	Chae Hom	520601
4433	559497.84	2054063.18	Ban Sa	520602
4434	574081.62	2075808.19	Pong Don	520603
4435	560403.28	2083125.69	Mae Suk	520604
4436	567329.65	2056497.70	Muang Mai	520605
4437	575261.51	2088352.18	Thung Phung	520606
4438	558885.33	2068922.69	Wichet Nakhon	520607
4439	567900.91	2126440.15	Thung Hua	520701
4440	560923.92	2123442.17	Wang Nua	520702
4441	565085.07	2110864.17	Wang Tai	520703
4442	566735.42	2099872.67	Rong Kho	520704
4443	579089.98	2108389.16	Wang Tong	520705
4444	570638.96	2118202.16	Wang Sai	520706
4445	566802.74	2138379.66	Wang Kaeo	520707
4446	569913.00	2109911.67	Wang Sai Kham	520708
4447	525206.66	1947865.68	Lom Raet	520801
4448	523725.20	1930778.69	Mae Wa	520802
4449	533427.53	1956166.69	Mae Pa	520803
4450	540002.59	1949189.18	Mae Mok	520804
4451	537788.09	1922842.67	Wiang Mok	520805
4452	512963.75	1951849.19	Na Pong	520806
4453	521050.24	1964767.20	Mae Thot	520807
4454	520451.04	1943564.18	Thoen Buri	520808
4455	501603.50	1935272.67	Mae Phrik	520901
4456	507712.50	1940675.18	Pha Pang	520902
4457	514999.50	1938822.18	Mae Pu	520903
4458	516686.08	1926354.20	Phrabat Wang Tuang	520904
4459	560046.80	2011727.70	Mae Tha	521001
4460	557684.86	2003618.19	Na Khrua	521002
4461	551821.07	2003965.19	Pa Tan	521003
4462	557692.31	1996719.19	Ban Kiu	521004
4463	553188.76	1995204.19	Ban Bom	521005
4464	549752.56	2007386.69	Nam Cho	521006
4465	570405.39	2002695.70	Don Fai	521007
4466	574108.78	2009578.20	Hua Sua	521008
4467	566302.25	2000064.20	Wang Ngoen	521010
4468	551614.26	1988036.69	San Don Kaeo	521011
4469	536888.83	1972458.19	Sop Prap	521101
4470	545100.42	1978795.69	Samai	521102
4471	539011.58	1985762.19	Mae Kua	521103
4472	527959.15	1978997.70	Na Yang	521104
4473	537499.82	2028506.69	Hang Chat	521201
4474	541701.46	2028391.20	Nong Lom	521202
4475	521413.57	2021960.20	Muang Yao	521203
4476	540080.67	2022424.18	Pong Yang Khok	521204
4477	530168.17	2034195.70	Wiang Tan	521205
4478	527120.47	2028246.70	Mae San	521206
4479	537125.36	2038027.20	Wo Kaeo	521207
4480	546893.59	2076154.69	Muang Pan	521301
4481	545249.10	2066055.68	Ban Kho	521302
4482	544515.26	2056576.67	Thung Kwao	521303
4483	547208.79	2089000.17	Chae Son	521304
4484	553364.88	2098416.18	Hua Muang	521305
4485	616615.20	1948382.71	Tha It	530101
4486	616529.60	1950490.70	Tha Sao	530102
4487	616444.33	1944707.19	Ban Ko	530103
4488	623721.78	1945775.20	Pa Sao	530104
4489	623308.74	1950553.21	Khung Ta-pho	530105
4490	616440.20	1939800.19	Wang Kapi	530106
4491	623581.44	1940603.72	Hat Kruat	530107
4492	621227.04	1957418.21	Nam Rit	530108
4493	624480.59	1955212.72	Ngiu Ngam	530109
4494	616719.93	1966286.22	Ban Dan Na Kham	530110
4495	637253.08	1952428.72	Ban Dan	530111
4496	631240.39	1951108.71	Pha Chuk	530112
4497	634887.33	1960944.22	Wang Din	530113
4498	641242.08	1951764.71	Saen To	530114
4499	642541.68	1955579.22	Hat Ngiu	530115
4500	631294.43	1964353.70	Khun Fang	530116
4501	644343.23	1952715.21	Tham Chalong	530117
4502	615841.26	1934073.69	Wang Daeng	530201
4503	620200.21	1929462.20	Ban Kaeng	530202
4504	608265.29	1926972.68	Hat Song Khaeo	530203
4505	629494.39	1928537.20	Nam Ang	530204
4506	604837.22	1933525.20	Khoi Sung	530205
4507	649919.16	1973233.72	Tha Pla	530301
4508	640256.07	1966026.21	Hat La	530302
4509	657947.97	1959857.73	Pha Luat	530303
4510	643397.42	1972859.70	Charim	530304
4511	630162.47	1974594.22	Nam Mun	530305
4512	670827.14	1981632.73	Tha Phaek	530306
4513	652642.84	1985903.72	Nang Paya	530307
4514	642501.58	1959692.70	Ruam Chit	530308
4515	673916.61	1960937.24	Saen To	530401
4516	685427.00	1964881.74	Ban Fai	530402
4517	689365.73	1971049.76	Den Lek	530403
4518	663847.86	1944732.74	Nam Khai	530404
4519	683333.96	1947596.73	Nam Phai	530405
4520	705059.93	1967685.75	Huai Mun	530406
4521	705802.40	2001169.26	Fak Tha	530501
4522	697994.14	1991906.74	Song Khon	530502
4523	700581.07	1983498.74	Ban Sieo	530503
4524	687914.12	1982536.23	Song Hong	530504
4525	722344.98	2007445.75	Muang Chet Ton	530601
4526	722421.44	1991353.78	Ban Khok	530602
4527	713165.05	1988157.26	Na Khum	530603
4528	716430.51	2019878.75	Bobia	530604
4529	617364.86	1912368.20	Nai Muang	530701
4530	615712.01	1921115.69	Ban Dara	530702
4531	613528.51	1918831.21	Rai Oi	530703
4532	617183.35	1925145.71	Tha Sak	530704
4533	609034.42	1911725.69	Kho Rum	530705
4534	618772.21	1908596.69	Ban Mo	530706
4535	611084.28	1906158.19	Tha Mafuang	530707
4536	617450.98	1902857.69	Ban Khon	530708
4537	608639.86	1900619.19	Phaya Maen	530709
4538	629104.47	1905967.20	Na In	530710
4539	630540.65	1917330.69	Na Yang	530711
4540	610131.64	1951537.70	Sri Phanommat	530801
4541	602504.80	1961772.21	Mae Plun	530802
4542	610735.64	1965015.71	Na Nok Kok	530803
4543	608894.03	1954551.21	Fai Luang	530804
4544	605877.70	1947246.20	Chai Chumphon	530805
4545	608665.61	1938651.21	Phai Lom	530806
4546	607598.46	1943472.21	Thung Yang	530807
4547	601795.11	1940427.20	Dan Mae Kham Mun	530808
4548	650386.67	1939461.23	Phak Khuang	530901
4549	654244.73	1929662.21	Bo Thong	530902
4550	633971.83	1933282.71	Pa Khai	530903
4551	638480.43	1943658.20	Nam Phi	530904
4552	620610.15	2006542.20	Nai Wieng	540101
4553	622580.15	2003027.20	Na Chak	540102
4554	632506.21	2011409.19	Nam Cha	540103
4555	637824.69	1997009.95	Pa Daeng	540104
4556	626640.48	2009460.70	Thung Hong	540105
4557	624095.74	2006608.20	Muang Mo	540106
4558	617109.19	2013637.70	Wang Thong	540107
4559	629051.29	2015526.72	Mae Lai	540108
4560	632262.74	2014756.58	Huai Ma	540109
4561	615706.31	2009179.70	Pa Maet	540110
4562	633066.34	2007825.60	Ban Thin	540111
4563	634690.99	2005201.96	Suan Khuan	540112
4564	620011.71	2017135.21	Wang Hong	540113
4565	627936.25	2018034.21	Mae Kham Mi	540114
4566	622556.45	2008120.70	Thung Kwao	540115
4567	618898.80	2015779.20	Ta Kham	540116
4568	622389.98	2012249.20	Mae Yom	540117
4569	628297.40	1999130.34	Cho Hae	540118
4570	623868.34	2010368.21	Rong Fong	540119
4571	625203.60	2003983.21	Kanchana	540120
4572	640990.78	2032326.22	Rong Kwang	540201
4573	639303.88	2022043.22	Rong Khem	540204
4574	641456.44	2019356.72	Nam Lao	540205
4575	644892.79	2013242.71	Ban Wiang	540206
4576	643426.69	2025835.22	Thung Sri	540207
4577	632340.28	2024727.71	Mae Yang Tan	540208
4578	633473.83	2030923.71	Mae Yang Ho	540209
4579	652052.97	2029358.72	Phi Thon	540210
4580	655359.10	2038099.72	Huai Rong	540213
4581	640669.77	2036730.21	Mae Sai	540214
4582	631363.89	2033067.71	Mae Yang Rong	540215
4583	588444.04	1997776.71	Huai O	540301
4584	594231.73	2004311.71	Ban Pin	540302
4585	604567.62	2011355.20	Ta Pha Mok	540303
4586	605929.46	2024239.20	Wiang Ta	540304
4587	585915.83	1995193.70	Pak Kang	540305
4588	581264.60	2000506.19	Hua Thung	540306
4589	579108.40	1986520.69	Thung Laeng	540307
4590	578048.99	1993448.19	Bo Lek Long	540308
4591	591020.14	1989125.20	Mae Pan	540309
4592	616537.16	1996675.20	Sung Men	540401
4593	615275.77	1994721.70	Nam Cham	540402
4594	624127.19	1988077.21	Hua Fai	540403
4595	620607.66	1997709.19	Don Mun	540404
4596	623131.60	1995696.70	Ban Lao	540405
4597	628521.64	1992531.00	Ban Kwang	540406
4598	608832.07	1998356.19	Ban Pong	540407
4599	623499.40	2000465.19	Ban Kat	540408
4600	614195.63	2002912.19	Rong Kat	540409
4601	613217.11	2002690.20	Sop Sai	540410
4602	617828.63	2003478.70	Wiang Thong	540411
4603	616402.63	1998310.58	Phra Luang	540412
4604	609615.93	1987403.21	Den Chai	540501
4605	617004.62	1988601.21	Mae Chua	540502
4606	600427.09	1979037.70	Sai Yoi	540503
4607	615508.03	1978553.21	Huai Rai	540504
4608	607405.43	1992553.69	Pong Pa Wai	540505
4609	627171.38	2040029.21	Ban Nun	540601
4610	617116.44	2046728.70	Ban Klang	540602
4611	614895.89	2036656.71	Huai Mai	540603
4612	633029.27	2051004.71	Tao Pun	540604
4613	625205.80	2026630.21	Hua Muang	540605
4614	631614.44	2067474.69	Sa Iap	540606
4615	624950.05	2031354.71	Dan Chum Phon	540607
4616	626758.00	2034650.71	Thung Nao	540608
4617	567597.71	1973322.21	Wang Chin	540701
4618	545350.87	1964371.18	Sroi	540702
4619	567177.63	1990421.20	Mae Pak	540703
4620	584728.30	1971621.69	Na Phun	540704
4621	556926.67	1976218.71	Mae Phung	540705
4622	549895.72	1970162.21	Pasak	540706
4623	564172.86	1986542.69	Mae Koeng	540707
4624	628679.00	2020746.21	Na Kham Mi	540801
4625	627052.08	2021472.22	Nong Muang Khai	540802
4626	620534.79	2019810.70	Nam Rat	540803
4627	618432.24	2025955.71	Wang Luang	540804
4628	631807.64	2021106.70	Tamnaktham	540805
4629	622868.60	2022786.22	Thung Kwae	540806
